Strike,Call Gamma,Call Open Interest,Call Gamma Exposure,Put Gamma,Put Open Interest,Put Gamma Exposure,Net Gamma Exposure,Absolute Gamma Exposure,Aggregated Call Exposure,Aggregated Put Exposure,Gamma Exposure Profile
23550,0.0000,0.0000,0.0000,0.0000,28.0000,-68832.7153,-68832.7153,68832.7153,,-970791836.6884006,-385685491.4352
23575,0.0000,0.0000,0.0000,0.0000,2.0000,-19666.4901,-19666.4901,19666.4901,,-342381903.6215617,-430531040.0318
23600,0.0001,0.0000,0.0000,0.0000,20.0000,-208956.4571,-208956.4571,208956.4571,0,-1094186914.8107922,-480201021.8506
23625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,-24704396.203940403,-535138580.1653
23650,0.0000,0.0000,0.0000,0.0000,67.0000,-658827.4175,-658827.4175,658827.4175,0,-1505406212.045938,-595785416.9719
23675,0.0000,0.0000,0.0000,0.0001,8.0000,-290080.7286,-290080.7286,290080.7286,,-157243281.18086776,-662532016.3329
23700,0.0001,0.0000,0.0000,0.0000,29.0000,-302986.8627,-302986.8627,302986.8627,0,-1619536397.3881338,-735655996.0648
23725,0.0000,0.0000,0.0000,0.0000,2.0000,-44249.6027,-44249.6027,44249.6027,,-41262362.817723915,-815254364.2851
23750,0.0000,0.0000,0.0000,0.0000,32.0000,-491662.2519,-491662.2519,491662.2519,,-918914576.7020417,-901177551.5464
23775,0.0000,0.0000,0.0000,0.0001,11.0000,-351538.5101,-351538.5101,351538.5101,,-263903077.96478826,-992974265.6738
23800,0.0000,0.0000,0.0000,0.0000,41.0000,-730733.0219,-730733.0219,730733.0219,0,-1403076218.2442687,-1089856134.2527
23825,0.0001,0.0000,0.0000,0.0000,13.0000,-375507.0449,-375507.0449,375507.0449,,-317309925.33224094,-1190689604.5224
23850,0.0000,0.0000,0.0000,0.0000,5.0000,-119842.6739,-119842.6739,119842.6739,0,-358961484.5419819,-1294019748.8179
23875,0.0001,0.0000,0.0000,0.0000,7.0000,-180685.8776,-180685.8776,180685.8776,,-160295529.88514197,-1398126814.0419
23900,0.0000,0.0000,0.0000,0.0001,97.0000,-3099930.4982,-3099930.4982,3099930.4982,0,-2557724875.6745563,-1501112104.6784
23925,0.0002,0.0000,0.0000,0.0000,47.0000,-1126521.1346,-1126521.1346,1126521.1346,,-1115686710.706192,-1601005769.5102
23950,0.0003,0.0000,0.0000,0.0001,74.0000,-2410374.1899,-2410374.1899,2410374.1899,,-1826374124.9392102,-1695885938.3050
23975,0.0000,0.0000,0.0000,0.0001,14.0000,-464620.8280,-464620.828,464620.828,,-412231723.4179244,-1783996957.5230
24000,0.0000,0.0000,0.0000,0.0001,436.0000,-14201664.1458,-14201664.1458,14201664.1458,26688365.826693095,-14329902657.823168,-1863854490.0274
24025,0.0000,0.0000,0.0000,0.0001,24.0000,-1047240.5965,-1047240.5965,1047240.5965,,-685181172.5649226,-1934326951.9508
24050,0.0000,0.0000,0.0000,0.0001,92.0000,-3675175.3329,-3675175.3329,3675175.3329,0,-2730795614.2102485,-1994685833.8079
24075,0.0000,0.0000,0.0000,0.0001,120.0000,-5973696.3605,-5973696.3605,5973696.3605,,-3579881513.2133493,-2044621328.5306
24100,0.0000,0.0000,0.0000,0.0001,71.0000,-4407137.5104,-4407137.5104,4407137.5104,109220128.7175263,-3592133883.8713217,-2084223684.6087
24125,0.0000,0.0000,0.0000,0.0001,44.0000,-2974556.6239,-2974556.6239,2974556.6239,0,-1429120077.0876665,-2113934163.3494
24150,0.0000,0.0000,0.0000,0.0001,53.0000,-3973860.1509,-3973860.1509,3973860.1509,31703440.1610227,-2180762358.8537593,-2134471913.7527
24175,0.0000,0.0000,0.0000,0.0001,84.0000,-7072561.4934,-7072561.4934,7072561.4934,0,-3301481360.0086293,-2146744252.6095
24200,0.0002,0.0000,0.0000,0.0002,120.0000,-11431147.3564,-11431147.3564,11431147.3564,121282760.93459047,-6232798301.411828,-2151747806.7613
24225,0.0000,0.0000,0.0000,0.0002,29.0000,-3118982.4104,-3118982.4104,3118982.4104,,-1157222633.5562723,-2150467047.0980
24250,0.0000,0.0000,0.0000,0.0002,173.0000,-20520138.6604,-20520138.6604,20520138.6604,0,-7906967037.219742,-2143775385.2151
24275,0.0000,0.0000,0.0000,0.0002,50.0000,-6944729.3079,-6944729.3079,6944729.3079,0,-2279542774.213861,-2132342708.1721
24300,0.0003,0.0000,0.0000,0.0003,93.0000,-15317737.4576,-15317737.4576,15317737.4576,23421950.157748964,-5439301423.786683,-2116552389.2523
24325,0.0000,0.0000,0.0000,0.0003,88.0000,-15467694.4445,-15467694.4445,15467694.4445,0,-4472572420.535163,-2096430630.5082
24350,0.0000,0.0000,0.0000,0.0003,108.0000,-22567297.3617,-22567297.3617,22567297.3617,0,-6054940073.88739,-2071591422.6631
24375,0.0000,0.0000,0.0000,0.0004,28.0000,-6693981.5595,-6693981.5595,6693981.5595,0,-1537556024.0717437,-2041201184.0757
24380,0.0006,0.0000,0.0000,0.0006,6.0000,-2057606.5242,-2057606.5242,2057606.5242,,-315406035.67278373,-2034351280.8267
24390,0.0006,0.0000,0.0000,0.0006,2.0000,-706764.4871,-706764.4871,706764.4871,,,-2019783792.9359
24400,0.0009,4.0000,1440570.3980,0.0010,211.0000,-71364161.2840,-69923590.88599999,72804731.682,656367035.6620433,-13434600975.477919,-2003967849.9063
24410,0.0006,0.0000,0.0000,0.0006,4.0000,-1497111.5570,-1497111.557,1497111.557,,,-1986784280.1526
24420,0.0006,0.0000,0.0000,0.0006,2.0000,-770680.5798,-770680.5798,770680.5798,,,-1968103853.1792
24425,0.0010,1.0000,389642.3346,0.0012,72.0000,-22993814.3653,-22604172.0307,23383456.6999,79915317.78200012,-4634549294.836434,-1958159374.7907
24430,0.0006,0.0000,0.0000,0.0006,1.0000,-396402.6906,-396402.6906,396402.6906,,,-1947788070.6873
24440,0.0007,0.0000,0.0000,0.0007,5.0000,-2037325.4563,-2037325.4563,2037325.4563,,,-1925690109.7007
24450,0.0012,6.0000,1954972.0291,0.0013,67.0000,-26259066.2956,-24304094.2665,28214038.3247,307261942.96772325,-4278505953.680656,-1901655916.9512
24460,0.0007,0.0000,0.0000,0.0007,3.0000,-1285082.2109,-1285082.2109,1285082.2109,,,-1875525451.4122
24470,0.0007,0.0000,0.0000,0.0007,3.0000,-1325644.3467,-1325644.3467,1325644.3467,,,-1847134069.3644
24475,0.0013,2.0000,714139.4209,0.0014,35.0000,-14469005.4953,-13754866.0744,15183144.9162,126586480.46131018,-2225794681.831618,-1832038196.2609
24480,0.0007,0.0000,0.0000,0.0007,8.0000,-3633384.0415,-3633384.0415,3633384.0415,,,-1816314043.7742
24490,0.0008,0.0000,0.0000,0.0008,11.0000,-5124349.8203,-5124349.8203,5124349.8203,,,-1782896207.1115
24500,0.0014,36.0000,15271029.5437,0.0015,218.0000,-101855210.4128,-86584180.8691,117126239.9565,3759211732.5894194,-16984757646.5199,-1746711704.1134
24510,0.0008,1.0000,494120.5631,0.0008,11.0000,-5360962.2790,-4866841.7159,5855082.8421,,,-1707593838.4595
24520,0.0008,0.0000,0.0000,0.0008,19.0000,-9516737.4631,-9516737.4631,9516737.4631,,,-1665379994.9356
24525,0.0016,1.0000,492891.4075,0.0017,29.0000,-14973573.8813,-14480682.4738,15466465.288800001,107570093.34987533,-1911941646.4847589,-1643062865.9189
24530,0.0008,0.0000,0.0000,0.0008,6.0000,-3075347.3856,-3075347.3856,3075347.3856,,-366911741.999503,-1619913616.4919
24540,0.0009,13.0000,6934896.0629,0.0009,4.0000,-2101856.1268,4833039.9361000005,9036752.1897,,-246522657.26448688,-1571046213.6926
24550,0.0018,23.0000,12566272.5805,0.0018,120.0000,-68808132.1520,-56241859.571499996,81374404.73249999,1593425038.821924,-10031205145.597845,-1518639382.4737
24560,0.0009,11.0000,6097841.0791,0.0009,5.0000,-2747162.8324,3350678.2466999996,8845003.9115,,,-1462566804.9062
24570,0.0009,0.0000,0.0000,0.0009,2.0000,-1120989.9343,-1120989.9343,1120989.9343,,,-1402716206.8458
24575,0.0019,1.0000,519932.8314,0.0020,52.0000,-32734872.7308,-32214939.8994,33254805.5622,104863091.46227324,-3612132781.389798,-1371343371.0453
24580,0.0009,2.0000,1162781.2257,0.0009,10.0000,-5727865.2345,-4565084.0088,6890646.460200001,,-634005105.583797,-1338991245.9614
24590,0.0010,2.0000,1187364.3383,0.0009,6.0000,-3484656.2103,-2297291.872,4672020.548599999,,-382831119.4354243,-1271313303.6883
24600,0.0022,4.0000,2547425.0426,0.0022,515.0000,-363483444.5110,-360936019.4684,366030869.55359995,343987218.6782918,-40670536255.71159,-1199623155.1579
24610,0.0010,0.0000,0.0000,0.0010,12.0000,-7286434.5730,-7286434.573,7286434.573,,,-1123882492.1073
24620,0.0010,0.0000,0.0000,0.0010,9.0000,-5597574.7378,-5597574.7378,5597574.7378,,-584318871.8030915,-1044075275.1534
24625,0.0024,5.0000,4108452.6924,0.0023,18.0000,-13570492.7300,-9462040.0376,17678945.4224,352520794.76809615,-1242037611.1544554,-1002648075.4971
24630,0.0010,0.0000,0.0000,0.0010,9.0000,-5647355.5408,-5647355.5408,5647355.5408,,,-960208893.6108
24640,0.0011,0.0000,0.0000,0.0010,0.0000,0.0000,0,0,,0,-872315113.1991
24650,0.0026,3.0000,2715819.3639,0.0025,37.0000,-27856354.0365,-25140534.6726,30572173.400399998,407118933.3594155,-4443567441.130743,-780450794.4898
24660,0.0011,4.0000,2613184.8688,0.0011,7.0000,-4667718.5039,-2054533.6351,7280903.3727,,,-684698367.7404
24670,0.0011,2.0000,1347154.5702,0.0011,7.0000,-4710738.9509,-3363584.3806999996,6057893.5211,,-465226570.82677585,-585166052.7898
24675,0.0027,0.0000,0.0000,0.0027,64.0000,-59602985.6410,-59602985.641,59602985.641,0,-4601133322.859376,-534023302.6402
24680,0.0011,2.0000,1368050.2159,0.0011,9.0000,-6217069.1751,-4849018.959199999,7585119.391,,-600457358.43429,-481987815.9087
24690,0.0012,0.0000,0.0000,0.0011,4.0000,-2770516.7894,-2770516.7894,2770516.7894,,-267827195.9526257,-375323058.8296
24700,0.0029,185.0000,198235761.6508,0.0028,422.0000,-387479635.2923,-189243873.6415,585715396.9431,19485597576.634987,-41515164226.65842,-265356038.5812
24710,0.0012,2.0000,1470070.1332,0.0012,29.0000,-20656574.9353,-19186504.8021,22126645.0685,,-1954116299.870065,-152295020.1532
24720,0.0012,14.0000,10488384.9884,0.0012,14.0000,-10152825.5015,335559.4868999999,20641210.4899,945984844.8970289,-945984844.8970289,-36371167.3612
24725,0.0031,41.0000,43690336.8586,0.0030,110.0000,-110630767.0312,-66940430.17260001,154321103.8898,3186154399.572813,-8273543197.015788,22586152.0790
24730,0.0013,5.0000,3896423.3462,0.0012,15.0000,-10951776.6608,-7055353.3146,14848200.007000001,338698880.06322837,-1016096640.1896856,82162819.4839
24740,0.0012,2.0000,1521694.6696,0.0012,6.0000,-4428647.7339,-2906953.0643000007,5950342.4035,135783085.46503004,-407349256.3950899,203034307.4277
24750,0.0032,70.0000,76777362.6773,0.0031,98.0000,-104089815.3476,-27312452.670299992,180867178.02490002,5816436158.583752,-9229601708.8091,325952561.7068
24760,0.0013,13.0000,10106732.1654,0.0012,19.0000,-14572869.1460,-4466136.980599999,24679601.3114,,,450610786.4158
24770,0.0013,20.0000,15684025.8353,0.0013,10.0000,-7848158.6958,7835867.1395000005,23532184.5311,,,576688355.5241
24775,0.0034,30.0000,35734627.0452,0.0032,79.0000,-92858405.7810,-57123778.735800005,128593032.82620001,2253158999.067554,-5798140068.579083,640156004.4158
24780,0.0012,7.0000,5347441.5671,0.0013,17.0000,-13132913.3258,-7785471.7587,18480354.892899998,,-1161455281.059916,703853212.7349
24790,0.0013,12.0000,9587413.9119,0.0013,9.0000,-7035686.8245,2551727.0874000005,16623100.7364,,-615452443.0444685,831764416.9820
24800,0.0034,126.0000,128655719.7633,0.0033,143.0000,-155576071.7877,-26920352.024399996,284231791.551,12731759381.429283,-12305909487.922682,960074808.9958
24810,0.0013,23.0000,18927152.9643,0.0013,10.0000,-8044823.5965,10882329.3678,26971976.5608,,-684552658.7104737,1088433773.3434
24820,0.0013,4.0000,3306428.6440,0.0013,3.0000,-2422665.7462,883762.8977999999,5729094.3902,,-205392580.45723572,1216490069.6550
24825,0.0035,103.0000,127843862.4699,0.0033,58.0000,-71625356.8553,56218505.6146,199469219.3252,23276463773.401237,-4595886870.303733,1280295490.5706
24830,0.0013,26.0000,21236121.8148,0.0013,11.0000,-8700578.1250,12535543.689800002,29936699.9398,1779834649.7710752,-753006967.2108397,1343894706.3692
24840,0.0013,19.0000,15647151.1664,0.0013,17.0000,-13498587.1256,2148564.0407999996,29145738.292000003,1300136285.472373,-1163279834.3700194,1470303830.2533
24850,0.0035,134.0000,153949284.3118,0.0033,58.0000,-56274432.1957,97674852.11610001,210223716.5075,11395944295.614607,-6222724782.040958,1595381605.1481
24860,0.0014,5.0000,4262097.1461,0.0013,6.0000,-4834269.0917,-572171.9456000002,9096366.237799998,341602775.95529145,-409923331.14635,1718803053.8217
24870,0.0013,5.0000,4136108.6940,0.0013,0.0000,0.0000,4136108.694,4136108.694,341199421.24735427,,1840256837.4608
24875,0.0035,55.0000,71220350.0753,0.0033,31.0000,-35439629.6940,35780720.381299995,106659979.76929998,4117099591.0536118,-2452290765.451285,1900152955.5389
24880,0.0013,10.0000,8161593.3814,0.0013,8.0000,-6406359.1421,1755234.2393000005,14567952.5235,681413679.4494888,,1959447948.1442
24890,0.0014,34.0000,28522556.3878,0.0013,1.0000,-790347.0699,27732209.317900002,29312903.4577,,,2076100290.5901
24900,0.0033,492.0000,565138717.1236,0.0032,53.0000,-51825503.3939,513313213.7297,616964220.5175,64285960423.57543,-5911560285.59667,2189959130.5174
24910,0.0013,16.0000,13009383.1850,0.0013,3.0000,-2356291.3422,10653091.8428,15365674.5272,1083828054.8239408,-203217760.27948886,2300793388.0701
24920,0.0013,6.0000,4845331.4924,0.0013,1.0000,-779284.6692,4066046.8232,5624616.1616,405419494.4304949,,2408397755.8936
24925,0.0031,98.0000,109168686.4096,0.0030,3.0000,-3265251.9304,105903434.4792,112433938.34,7862355325.434909,-305312461.917864,2460932097.4160
24930,0.0013,6.0000,4804769.3566,0.0013,1.0000,-771295.1577,4033474.1988999997,5576064.5143,404298413.16443884,,2512594622.5982
24940,0.0013,5.0000,3960954.0168,0.0012,3.0000,-2289916.9382,1671037.0785999997,6250870.955,,-201536449.34833202,2613235783.4728
24950,0.0029,94.0000,88186999.8102,0.0029,11.0000,-9757651.9666,78429347.8436,97944651.7768,8776551011.874428,-2662273981.950359,2710203921.4140
24960,0.0013,1.0000,772524.3133,0.0012,0.0000,0.0000,772524.3133,772524.3133,66718580.68541146,,2803413842.1002
24970,0.0012,8.0000,6067112.1883,0.0012,6.0000,-4436022.6677,1631089.5205999995,10503134.855999999,,,2892813448.4721
24975,0.0026,92.0000,76923017.6194,0.0026,2.0000,-1701151.3915,75221866.2279,78624169.01089999,6637112638.775061,-416707017.14371276,2936077331.5670
24980,0.0012,6.0000,4461834.9359,0.0011,1.0000,-659441.9953,3802392.9406,5121276.9311999995,397142001.7353654,-66190333.6225609,2978384440.5969
24990,0.0012,2.0000,1455320.2656,0.0011,1.0000,-648994.1725,806326.0931,2104314.4381,,-65901129.14246666,3060142728.0029
25000,0.0023,446.0000,312834857.6325,0.0016,343.0000,-115578733.0187,197256124.6138,428413590.6512,41233172769.0007,-26453973301.29716,3138138542.6154
25010,0.0011,17.0000,11732905.0635,0.0012,1.0000,-712295.6874,11020609.3761,12445200.7509,1109650533.6465762,-65273560.802739725,3212456241.5256
25020,0.0011,195.0000,130868199.8968,0.0011,0.0000,0.0000,130868199.8968,130868199.8968,12662452720.360641,0,3283213790.0388
25025,0.0020,198.0000,113012256.0638,0.0023,0.0000,0.0000,113012256.0638,113012256.0638,14563250279.180214,-86048329.98490499,3317303360.7209
25030,0.0010,16.0000,10256074.5744,0.0010,1.0000,-618265.2818,9637809.2926,10874339.8562,1033312106.2253869,-64582006.63908668,3350561916.8076
25040,0.0010,0.0000,0.0000,0.0010,0.0000,0.0000,0,0,,0,3414682934.4231
25050,0.0017,110.0000,51650348.7167,0.0014,19.0000,-9776703.8788,41873644.837900005,61427052.5955,8701487522.569754,-1356901234.3908737,3475789220.6511
25060,0.0009,11.0000,6300651.7580,0.0009,0.0000,0.0000,6300651.758,6300651.758,,,3534121357.6169
25070,0.0009,17.0000,9403040.5674,0.0009,1.0000,-554963.7668,8848076.8006,9958004.334199999,,-63015904.19302796,3589945928.7005
25075,0.0014,150.0000,54862132.3771,0.0016,2.0000,-991928.5932,53870203.7839,55854060.9703,10267658633.921541,-174426512.2378177,3617007675.1779
25080,0.0009,1.0000,531609.8099,0.0009,0.0000,0.0000,531609.8099,531609.8099,62588169.956656866,,3643552975.7423
25090,0.0008,30.0000,15118614.2456,0.0008,0.0000,0.0000,15118614.2456,15118614.2456,,,3695253122.4031
25100,0.0012,371.0000,129916218.8616,0.0008,23.0000,-494735.1410,129421483.7206,130410954.0026,26580291193.487473,-1863733119.2621338,3745374373.1875
25110,0.0007,27.0000,12329045.5440,0.0007,0.0000,0.0000,12329045.544,12329045.544,,,3794258601.7256
25120,0.0007,12.0000,5184578.4462,0.0007,0.0000,0.0000,5184578.4462,5184578.4462,728928854.5238111,,3842257746.3953
25125,0.0010,97.0000,24165814.2582,0.0007,0.0000,0.0000,24165814.2582,24165814.2582,6284928626.3188095,0,3866037147.5867
25130,0.0006,30.0000,10914901.9920,0.0007,0.0000,0.0000,10914901.992,10914901.992,,,3889729736.2249
25140,0.0006,40.0000,14209039.0796,0.0006,0.0000,0.0000,14209039.0796,14209039.0796,2389936937.4642634,0,3937034175.1861
25150,0.0008,200.0000,55190316.9303,0.0014,8.0000,-3362969.8029,51827347.127399996,58553286.7332,14158360829.802801,-689501418.5782956,3984527818.3940
25160,0.0005,25.0000,7559307.1228,0.0006,0.0000,0.0000,7559307.1228,7559307.1228,,,4032559879.2848
25170,0.0005,75.0000,23922441.4435,0.0005,0.0000,0.0000,23922441.4435,23922441.4435,4363070585.916149,,4081467212.4241
25175,0.0007,158.0000,27131152.2149,0.0005,2.0000,0.0000,27131152.2149,27131152.2149,9734432115.008013,-124748712.19741428,4106349790.6556
25180,0.0005,38.0000,11303315.1709,0.0005,0.0000,0.0000,11303315.1709,11303315.1709,2189949762.024787,,4131569422.0800
25190,0.0004,71.0000,19199410.9363,0.0005,0.0000,0.0000,19199410.9363,19199410.9363,,,4183163951.9344
25200,0.0006,419.0000,90722747.8744,0.0005,34.0000,0.0000,90722747.8744,90722747.8744,25582549983.70472,-2200572080.2420545,4236521216.1392
25210,0.0004,23.0000,5314868.9429,0.0004,0.0000,0.0000,5314868.9429,5314868.9429,1286817922.208966,,4291879836.1911
25225,0.0002,11.0000,1169541.5817,0.0000,0.0000,0.0000,1169541.5817,1169541.5817,802511937.7617023,0,4379101683.8778
25250,0.0001,116.0000,9695579.6073,0.0000,8.0000,0.0000,9695579.6073,9695579.6073,9126875999.73864,-446093447.94150716,4536737984.1474
25275,0.0001,93.0000,7201622.8346,0.0000,0.0000,0.0000,7201622.8346,7201622.8346,4992312486.77582,0,4710270036.1877
25300,0.0001,78.0000,4889581.0950,0.0000,2.0000,0.0000,4889581.095,4889581.095,4846833787.217715,-137605759.64121175,4898440091.4135
25325,0.0001,40.0000,2261646.3587,0.0000,0.0000,0.0000,2261646.3587,2261646.3587,1937147348.9418473,0,5097745548.1376
25350,0.0001,24.0000,1297988.3450,0.0000,0.0000,0.0000,1297988.345,1297988.345,2044420429.0762126,-35550517.92744278,5302467395.8921
25375,0.0001,8.0000,339246.9538,0.0000,0.0000,0.0000,339246.9538,339246.9538,420220495.01278824,-141989909.49198937,5504892493.8579
25400,0.0001,7.0000,240914.5034,0.0002,1.0000,-122300.9852,118613.51819999999,363215.4886,2921056323.344865,-41411797.67502045,5695729566.9506
25425,0.0001,29.0000,998074.3713,0.0000,0.0000,0.0000,998074.3713,998074.3713,1497639037.2997742,0,5864697888.6931
25450,0.0001,82.0000,3578072.0381,0.0002,2.0000,-299913.9737,3278158.0644,3877986.0118,4666359471.6415205,-74735219.07044652,6001246747.0421
25475,0.0000,10.0000,282705.7948,0.0000,0.0000,0.0000,282705.7948,282705.7948,386323130.3492821,0,6095345937.4510
25500,0.0000,25.0000,522391.1426,0.0000,2.0000,0.0000,522391.1426,522391.1426,4246624880.016351,-188735135.70095375,6138275531.1201
25525,0.0000,17.0000,470152.0284,0.0001,0.0000,0.0000,470152.0284,470152.0284,661906251.4121547,0,6123339201.4839
25550,0.0000,3510.0000,101386902.1179,0.0000,2.0000,0.0000,101386902.1179,101386902.1179,113274757247.35236,-356816812.30689335,6046430542.5059
25575,0.0000,1.0000,16593.6010,0.0001,0.0000,0.0000,16593.601,16593.601,294604020.568519,0,5906395812.0563
25600,0.0000,25.0000,614577.8149,0.0000,0.0000,0.0000,614577.8149,614577.8149,3666092560.443037,-462446089.8527803,5705157745.2539
25625,0.0000,9.0000,171467.2103,0.0002,0.0000,0.0000,171467.2103,171467.2103,326572862.5496604,0,5447590729.3515
25650,0.0000,5.0000,107551.1176,0.0003,3.0000,-540213.8993,-432662.78170000005,647765.0169,1919931579.9242802,-161312890.55835518,5141164242.0495
25675,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0,0,348613366.0786819,0,4795395436.5647
25700,0.0000,12.0000,213873.0796,0.0003,8.0000,-1361904.4377,-1148031.3580999998,1575777.5173,3057264159.411324,-322512914.74846554,4421169986.2904
25725,0.0000,0.0000,0.0000,0.0003,1.0000,-166550.5878,-166550.5878,166550.5878,99957281.58521403,-27299802.886760317,4030000618.8277
25750,0.0000,0.0000,0.0000,0.0003,1.0000,-162248.5431,-162248.5431,162248.5431,2539302870.1990943,-27116818.19089301,3633294279.9923
25775,0.0000,4.0000,49166.2252,0.0001,0.0000,0.0000,49166.2252,49166.2252,338795444.1840481,0,3241692014.0697
25800,0.0000,15.0000,64530.6706,0.0001,14.0000,-662514.8844,-597984.2138,727045.5549999999,5964538319.561311,-747572869.3492196,2864532034.7121
25825,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0,0,203340477.59193358,0,2509468511.5725
25850,0.0000,2.0000,8604.0894,0.0000,0.0000,0.0000,8604.0894,8604.0894,1371927260.4934042,-56399730.19941283,2182259085.1555
25875,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0,0,28030790.31565361,0,1886715706.1595
25900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,2271591782.0936174,0,1624798228.9221
25925,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0,0,0,0,1396819662.5917
25950,0.0000,1.0000,14749.8676,0.0001,0.0000,0.0000,14749.8676,14749.8676,776095560.6723797,0,1201726634.7891
25975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1037418193.9957
26000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4226637544.605632,-183871405.64957827,901069697.4768
26025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,61247566.51023491,-253020231.62975597,789434959.8023
Downloaded from Barchart.com as of 2/20/2026, 8:50:57 AM